,n-grams,Frequency,ID,Relative Frequency
281,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",208,ID12,11.555555555555555
282,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div",110,ID12,6.111111111111111
283,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",99,ID12,5.5
284,portfolio-selection,95,ID12,5.277777777777778
285,slider-risk-4,63,ID12,3.5
286,investment-results,62,ID12,3.4444444444444446
287,"[id=""portfolio-stats""]>svg",59,ID12,3.2777777777777777
288,"[id=""content""]>div:nth-child(1)",36,ID12,2.0
289,"[id=""content""]>div:nth-child(1)>p:nth-child(4)",29,ID12,1.6111111111111112
290,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)",28,ID12,1.5555555555555556
291,"[id=""investment-results""]>table>tbody>tr:nth-child(1)>td:nth-child(2)",23,ID12,1.2777777777777777
292,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)>div:nth-child(3)",21,ID12,1.1666666666666667
293,slider-risk-0,18,ID12,1.0
294,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)",17,ID12,0.9444444444444444
295,content,15,ID12,0.8333333333333334
296,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(1)>label",14,ID12,0.7777777777777778
297,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(2)",14,ID12,0.7777777777777778
298,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(2)",13,ID12,0.7222222222222222
299,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(3)",13,ID12,0.7222222222222222
300,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(1)",12,ID12,0.6666666666666666
301,slider-risk-1,11,ID12,0.6111111111111112
302,"[id=""portfolio-selection""]>div:nth-child(3)>div",11,ID12,0.6111111111111112
303,"[id=""content""]>div:nth-child(1)>p:nth-child(3)",10,ID12,0.5555555555555556
304,risk-return,8,ID12,0.4444444444444444
305,"[id=""investment-results""]>table>tbody>tr:nth-child(2)>td:nth-child(3)",8,ID12,0.4444444444444444
306,"[id=""investment-results""]>table>tbody>tr:nth-child(1)>td:nth-child(3)",8,ID12,0.4444444444444444
307,slider-risk-3,8,ID12,0.4444444444444444
308,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)>div:nth-child(1)>label",7,ID12,0.3888888888888889
309,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)>label",7,ID12,0.3888888888888889
310,"[id=""investment-results""]>p:nth-child(1)",6,ID12,0.3333333333333333
311,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(4)",6,ID12,0.3333333333333333
312,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>hr:nth-child(7)",6,ID12,0.3333333333333333
313,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(4)",5,ID12,0.2777777777777778
314,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)",5,ID12,0.2777777777777778
315,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(4)",4,ID12,0.2222222222222222
316,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(2)",4,ID12,0.2222222222222222
317,"[id=""portfolio-selection""]>hr",4,ID12,0.2222222222222222
318,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(3)",3,ID12,0.16666666666666666
319,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(1)>div:nth-child(4)",3,ID12,0.16666666666666666
320,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>hr:nth-child(9)",3,ID12,0.16666666666666666
321,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(3)",2,ID12,0.1111111111111111
322,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)>div:nth-child(3)>span",2,ID12,0.1111111111111111
323,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(2)",2,ID12,0.1111111111111111
324,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(4)",1,ID12,0.05555555555555555
325,"[id=""content""]>hr",1,ID12,0.05555555555555555
326,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(4)",1,ID12,0.05555555555555555
327,"[id=""portfolio-stats""]>svg>g>g:nth-child(2)>g:nth-child(2)>text",1,ID12,0.05555555555555555
328,"[id=""portfolio-stats""]>svg>g>g:nth-child(2)>g:nth-child(1)>text",1,ID12,0.05555555555555555
329,"[id=""portfolio-stats""]>svg>g>g:nth-child(1)>g:nth-child(1)>text",1,ID12,0.05555555555555555
330,"[id=""investment-results""]>table",1,ID12,0.05555555555555555
331,"[id=""investment-results""]>table>tbody",1,ID12,0.05555555555555555
332,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(1)",1,ID12,0.05555555555555555
333,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)>div:nth-child(1)",1,ID12,0.05555555555555555
334,slider-return-1,182,ID13,10.11111111111111
335,slider-return-0,166,ID13,9.222222222222221
336,slider-return-2,126,ID13,7.0
337,slider-return-4,87,ID13,4.833333333333333
338,slider-return-3,49,ID13,2.7222222222222223
339,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",48,ID13,2.6666666666666665
340,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(2)",16,ID13,0.8888888888888888
341,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(2)",13,ID13,0.7222222222222222
342,slider-risk-0,12,ID13,0.6666666666666666
343,slider-risk-1,10,ID13,0.5555555555555556
344,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",9,ID13,0.5
345,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(1)>label",7,ID13,0.3888888888888889
346,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(3)",6,ID13,0.3333333333333333
347,slider-return-3,2234,ID14,124.11111111111111
348,slider-return-4,926,ID14,51.44444444444444
349,slider-return-1,578,ID14,32.111111111111114
350,slider-return-2,480,ID14,26.666666666666668
351,slider-return-0,407,ID14,22.61111111111111
352,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",139,ID14,7.722222222222222
353,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)",111,ID14,6.166666666666667
354,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",82,ID14,4.555555555555555
355,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div",67,ID14,3.7222222222222223
356,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(1)",57,ID14,3.1666666666666665
357,html,54,ID14,3.0
358,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(1)",48,ID14,2.6666666666666665
359,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(1)",45,ID14,2.5
360,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(2)",38,ID14,2.111111111111111
361,slider-risk-3,33,ID14,1.8333333333333333
362,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)",33,ID14,1.8333333333333333
363,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(3)",33,ID14,1.8333333333333333
364,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(1)>label",29,ID14,1.6111111111111112
365,portfolio-selection,29,ID14,1.6111111111111112
366,"[id=""portfolio-stats""]>svg",27,ID14,1.5
367,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(2)",26,ID14,1.4444444444444444
368,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)",25,ID14,1.3888888888888888
369,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(2)",20,ID14,1.1111111111111112
370,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)>label",17,ID14,0.9444444444444444
371,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(1)>label",17,ID14,0.9444444444444444
372,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)",17,ID14,0.9444444444444444
373,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(1)>label",16,ID14,0.8888888888888888
374,slider-risk-0,14,ID14,0.7777777777777778
375,risk-return,9,ID14,0.5
376,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(4)>span",8,ID14,0.4444444444444444
377,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(1)",8,ID14,0.4444444444444444
378,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(2)",7,ID14,0.3888888888888889
379,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)",7,ID14,0.3888888888888889
380,survey-container,6,ID14,0.3333333333333333
381,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)",6,ID14,0.3333333333333333
382,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)",6,ID14,0.3333333333333333
383,"[id=""portfolio-selection""]>div:nth-child(3)>div",5,ID14,0.2777777777777778
384,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(4)",4,ID14,0.2222222222222222
385,"[id=""portfolio-selection""]>div:nth-child(1)>div",4,ID14,0.2222222222222222
386,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)",4,ID14,0.2222222222222222
387,"[id=""parsley-id-147""]>li",3,ID14,0.16666666666666666
388,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(2)",3,ID14,0.16666666666666666
389,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(1)>div:nth-child(2)>span",3,ID14,0.16666666666666666
390,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(1)>div:nth-child(3)>span",3,ID14,0.16666666666666666
391,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(1)>label",3,ID14,0.16666666666666666
392,investment-results,3,ID14,0.16666666666666666
393,slider-risk-1,2,ID14,0.1111111111111111
394,slider-risk-2,2,ID14,0.1111111111111111
395,"[id=""portfolio-stats""]>svg>g>g:nth-child(2)>path",1,ID14,0.05555555555555555
396,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(3)",1,ID14,0.05555555555555555
397,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)",1,ID14,0.05555555555555555
398,slider-return-3,2234,ID15,124.11111111111111
399,slider-return-4,926,ID15,51.44444444444444
400,slider-return-1,578,ID15,32.111111111111114
401,slider-return-2,480,ID15,26.666666666666668
402,slider-return-0,407,ID15,22.61111111111111
403,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",139,ID15,7.722222222222222
404,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)",111,ID15,6.166666666666667
405,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",82,ID15,4.555555555555555
406,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div",67,ID15,3.7222222222222223
407,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(1)",57,ID15,3.1666666666666665
408,html,54,ID15,3.0
409,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(1)",48,ID15,2.6666666666666665
410,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(1)",45,ID15,2.5
411,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(2)",38,ID15,2.111111111111111
412,slider-risk-3,33,ID15,1.8333333333333333
413,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)",33,ID15,1.8333333333333333
414,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(3)",33,ID15,1.8333333333333333
415,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(1)>label",29,ID15,1.6111111111111112
416,portfolio-selection,29,ID15,1.6111111111111112
417,"[id=""portfolio-stats""]>svg",27,ID15,1.5
418,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(2)",26,ID15,1.4444444444444444
419,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)",25,ID15,1.3888888888888888
420,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(2)",20,ID15,1.1111111111111112
421,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)>label",17,ID15,0.9444444444444444
422,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(1)>label",17,ID15,0.9444444444444444
423,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)",17,ID15,0.9444444444444444
424,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(1)>label",16,ID15,0.8888888888888888
425,slider-risk-0,14,ID15,0.7777777777777778
426,risk-return,9,ID15,0.5
427,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(4)>span",8,ID15,0.4444444444444444
428,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(1)",8,ID15,0.4444444444444444
429,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(2)",7,ID15,0.3888888888888889
430,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)",7,ID15,0.3888888888888889
431,survey-container,6,ID15,0.3333333333333333
432,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(8)",6,ID15,0.3333333333333333
433,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)",6,ID15,0.3333333333333333
434,"[id=""portfolio-selection""]>div:nth-child(3)>div",5,ID15,0.2777777777777778
435,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(4)",4,ID15,0.2222222222222222
436,"[id=""portfolio-selection""]>div:nth-child(1)>div",4,ID15,0.2222222222222222
437,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)",4,ID15,0.2222222222222222
438,"[id=""parsley-id-147""]>li",3,ID15,0.16666666666666666
439,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(2)",3,ID15,0.16666666666666666
440,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(1)>div:nth-child(2)>span",3,ID15,0.16666666666666666
441,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(1)>div:nth-child(3)>span",3,ID15,0.16666666666666666
442,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(1)>label",3,ID15,0.16666666666666666
443,investment-results,3,ID15,0.16666666666666666
444,slider-risk-1,2,ID15,0.1111111111111111
445,slider-risk-2,2,ID15,0.1111111111111111
446,"[id=""portfolio-stats""]>svg>g>g:nth-child(2)>path",1,ID15,0.05555555555555555
447,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(3)",1,ID15,0.05555555555555555
448,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)",1,ID15,0.05555555555555555
449,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(2)>div:nth-child(2)>input",1065,ID16,59.166666666666664
450,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)>input",920,ID16,51.111111111111114
451,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(2)>input",729,ID16,40.5
452,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(6)>div:nth-child(2)>input",578,ID16,32.111111111111114
453,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(4)>div:nth-child(2)>input",511,ID16,28.38888888888889
454,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",51,ID16,2.8333333333333335
455,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(1)",15,ID16,0.8333333333333334
456,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)",10,ID16,0.5555555555555556
457,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",6,ID16,0.3333333333333333
458,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)>div:nth-child(2)",5,ID16,0.2777777777777778
459,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(3)",5,ID16,0.2777777777777778
460,"[id=""content""]>div:nth-child(1)>p:nth-child(2)",3,ID16,0.16666666666666666
461,"[id=""survey-container""]>div>nav>section:nth-child(3)>ul>li>ul>li:nth-child(6)>a",2,ID16,0.1111111111111111
462,alloc-slider-2,1001,ID17,55.611111111111114
463,alloc-slider-3,585,ID17,32.5
464,alloc-slider-5,451,ID17,25.055555555555557
465,alloc-slider-4,394,ID17,21.88888888888889
466,alloc-slider-1,354,ID17,19.666666666666668
467,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",60,ID17,3.3333333333333335
468,"[id=""portfolio-stats""]>svg",20,ID17,1.1111111111111112
469,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)",10,ID17,0.5555555555555556
470,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",6,ID17,0.3333333333333333
471,risk-return,3,ID17,0.16666666666666666
472,saved-port-1,3,ID17,0.16666666666666666
473,alloc-slider-2,1001,ID18,55.611111111111114
474,alloc-slider-3,585,ID18,32.5
475,alloc-slider-5,451,ID18,25.055555555555557
476,alloc-slider-4,394,ID18,21.88888888888889
477,alloc-slider-1,354,ID18,19.666666666666668
478,"[id=""portfolio-selection""]>div:nth-child(3)>div>button",60,ID18,3.3333333333333335
479,"[id=""portfolio-stats""]>svg",20,ID18,1.1111111111111112
480,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(5)>div:nth-child(2)",10,ID18,0.5555555555555556
481,"[id=""portfolio-selection""]>div:nth-child(1)>div>div:nth-child(1)>div:nth-child(10)>div>button",6,ID18,0.3333333333333333
482,risk-return,3,ID18,0.16666666666666666
483,saved-port-1,3,ID18,0.16666666666666666
